Date,Location,Average,Lowest,Heigest,Capacity(ins),Capacity(Power),Max Power,Power Reserve,Power Reserve Ratio(%),Max Power Time
"2018-10-11",108,9.7,6.1,13.9,117996,82365,67931,14434,21.2,2018/10/11(19:00)
"2018-10-12",108,10.9,5.2,17.4,117996,83471,66908,16563,24.8,2018/10/12(19:00)
"2018-10-13",108,12.5,6.1,19.8,117996,79514,58171,21343,36.7,2018/10/13(20:00)
"2018-10-14",108,13.2,6.8,20.3,117996,80738,57197,23541,41.2,2018/10/14(20:00)
"2018-10-15",108,15.2,10.9,21,117996,82338,67919,14419,21.2,2018/10/15(01:00)
"2018-10-16",108,14.5,9.9,20.3,117996,80683,68140,12543,18.4,2018/10/16(19:00)
"2018-10-17",108,12.4,8.4,18.6,117996,81346,67428,13918,20.6,2018/10/17(19:00)
"2018-10-18",108,12.7,7.5,19,117996,81609,68273,13336,19.5,2018/10/18(19:00)
"2018-10-19",108,13.1,7.2,20.4,117996,81181,66699,14482,21.7,2018/10/19(19:00)
"2018-10-20",108,13.4,6.9,21.4,117996,77857,58460,19397,33.2,2018/10/20(19:00)
"2018-10-21",108,13.4,7.2,21.1,117996,78562,57268,21294,37.2,2018/10/21(20:00)
"2018-10-22",108,14,8.8,20.6,117996,80080,67942,12138,17.9,2018/10/22(19:00)
"2018-10-23",108,12.2,9.8,16.9,117996,79919,68261,11658,17.1,2018/10/23(19:00)
"2018-10-24",108,12.5,7.6,18.7,117996,80567,67241,13326,19.8,2018/10/24(19:00)
"2018-10-25",108,13.8,7,21.2,117996,80187,68029,12158,17.9,2018/10/25(19:00)
"2018-10-26",108,12.2,9.9,14.7,117996,78637,68352,10285,15,2018/10/26(10:00)
"2018-10-27",108,8.7,6.2,11.6,117996,78853,59055,19798,33.5,2018/10/27(19:00)
"2018-10-28",108,8.3,5.2,13.5,117996,80886,57363,23523,41,2018/10/28(20:00)
"2018-10-29",108,7.2,3.4,11.7,117996,84867,69629,15238,21.9,2018/10/29(19:00)
"2018-10-30",108,6.1,0.7,11.6,117996,84796,70329,14467,20.6,2018/10/30(19:00)
"2018-10-31",108,7.4,3,12.6,117996,84708,69211,15497,22.4,2018/10/31(19:00)
"2018-11-01",108,8.4,2.5,15.2,117996,85019,69302,15717,22.7,2018/11/01(19:00)
"2018-11-02",108,10.6,4,19,117996,86318,68213,18105,26.5,2018/11/02(09:00)
"2018-11-03",108,11.2,5,19.1,117996,84461,59940,24521,40.9,2018/11/03(01:00)
"2018-11-04",108,11.6,5.3,19.4,117996,83304,58032,25272,43.5,2018/11/04(20:00)
"2018-11-05",108,11.9,6.6,18.3,117996,85339,68082,17257,25.3,2018/11/05(19:00)
"2018-11-06",108,12.2,8,17.5,117996,86299,68452,17847,26.1,2018/11/06(10:00)
"2018-11-07",108,12.8,10.3,15.7,117996,86002,70063,15939,22.7,2018/11/07(10:00)
"2018-11-08",108,11.8,10.5,14.7,117996,88392,71046,17346,24.4,2018/11/08(15:00)
"2018-11-09",108,12.1,9.5,15.4,117996,88746,69575,19171,27.6,2018/11/09(10:00)
"2018-11-10",108,11.9,8.8,17.1,117996,85852,59583,26269,44.1,2018/11/10(01:00)
"2018-11-11",108,8.1,5.4,10.9,117996,85994,58243,27751,47.6,2018/11/11(19:00)
"2018-11-12",108,8.1,3.1,15.1,117996,88116,67888,20228,29.8,2018/11/12(10:00)
"2018-11-13",108,8.8,4.1,15.4,117996,88097,69176,18921,27.4,2018/11/13(01:00)
"2018-11-14",108,9.8,4.8,16.6,117996,87850,69403,18447,26.6,2018/11/14(09:00)
"2018-11-15",108,9.7,4.7,16.2,117996,88965,69041,19924,28.9,2018/11/15(18:00)
"2018-11-16",108,8.8,4.2,14.5,117996,89388,71160,18228,25.6,2018/11/16(10:00)
"2018-11-17",108,4.9,0.6,11.4,118266,89280,60668,28612,47.2,2018/11/17(01:00)
"2018-11-18",108,6.1,1.9,10.7,118266,88836,59566,29270,49.1,2018/11/18(19:00)
"2018-11-19",108,6.5,3.3,11.3,118266,89749,71325,18424,25.8,2018/11/19(18:00)
"2018-11-20",108,6.5,0,12.7,118266,89359,72086,17273,24,2018/11/20(09:00)
"2018-11-21",108,5.8,3.1,8.2,118266,88807,74205,14602,19.7,2018/11/21(17:00)
"2018-11-22",108,2.3,-1.3,7.1,118266,89678,73930,15748,21.3,2018/11/22(18:00)
"2018-11-23",108,1.9,-3.1,7.6,118266,89284,74515,14769,19.8,2018/11/23(10:00)
"2018-11-24",108,2.6,0.3,3.8,118266,89340,66283,23057,34.8,2018/11/24(11:00)
"2018-11-25",108,4.8,1.3,9.8,118266,88825,60418,28407,47,2018/11/25(19:00)
"2018-11-26",108,6.3,1.6,13.6,118266,90334,74393,15941,21.4,2018/11/26(10:00)
"2018-11-27",108,7.1,3.1,12.5,118266,91509,74408,17101,23,2018/11/27(10:00)
"2018-11-28",108,5,2.1,11.1,118266,92262,74495,17767,23.8,2018/11/28(10:00)
"2018-11-29",108,3.5,0.6,6.7,118266,93480,75914,17566,23.1,2018/11/29(10:00)
"2018-11-30",108,2.7,-1.5,8,118266,94970,74676,20294,27.2,2018/11/30(10:00)
"2018-12-01",108,5.5,0.8,12.4,118266,93351,63484,29867,47,2018/12/01(01:00)
"2018-12-02",108,8.2,2.8,11.8,118266,91105,60232,30873,51.3,2018/12/02(19:00)
"2018-12-03",108,11.5,9.3,13.5,118266,93342,73728,19614,26.6,2018/12/03(10:00)
"2018-12-04",108,6.7,-0.3,11.8,118266,95299,73600,21699,29.5,2018/12/04(10:00)
"2018-12-05",108,0,-4.3,3.4,118266,95421,76287,19134,25.1,2018/12/05(10:00)
"2018-12-06",108,2.4,-1,6.8,118266,94062,78157,15905,20.4,2018/12/06(10:00)
"2018-12-07",108,-7.3,-9.6,-1.1,118266,96189,82072,14117,17.2,2018/12/07(17:00)
"2018-12-08",108,-8.3,-11.4,-4.4,118266,95541,69510,26031,37.4,2018/12/08(01:00)
"2018-12-09",108,-7.2,-11.8,-2.1,118266,95642,67263,28379,42.2,2018/12/09(19:00)
"2018-12-10",108,-2.5,-8.1,4.6,118266,97775,83776,13999,16.7,2018/12/10(10:00)
"2018-12-11",108,0.2,-2.4,2.9,118266,98271,85463,12808,15,2018/12/11(11:00)
"2018-12-12",108,-1.9,-5,2.4,118266,97110,83447,13663,16.4,2018/12/12(10:00)
"2018-12-13",108,-2.2,-5.9,2.1,118266,97903,83702,14201,17,2018/12/13(10:00)
"2018-12-14",108,-4.4,-7.8,0.6,118266,98032,83871,14161,16.9,2018/12/14(10:00)
"2018-12-15",108,-2.4,-7.8,3.2,118266,97154,70400,26754,38,2018/12/15(01:00)
"2018-12-16",108,0,-2.6,2.1,118266,95867,65711,30156,45.9,2018/12/16(19:00)
"2018-12-17",108,1.6,-1.5,5.9,118266,96268,81991,14277,17.4,2018/12/17(10:00)
"2018-12-18",108,2.6,-2.8,7.4,118266,95992,81939,14053,17.2,2018/12/18(10:00)
"2018-12-19",108,4,1.3,9.5,118266,97325,80550,16775,20.8,2018/12/19(10:00)
"2018-12-20",108,3.4,-1.1,10.4,119092,97431,81081,16350,20.2,2018/12/20(10:00)
"2018-12-21",108,5.6,0.4,9.8,119092,96871,79490,17381,21.9,2018/12/21(10:00)
"2018-12-22",108,6.9,2.9,12.4,119092,94130,65656,28474,43.4,2018/12/22(09:00)
"2018-12-23",108,2.4,-3.4,7.5,119092,98751,63817,34934,54.7,2018/12/23(24:00)
"2018-12-24",108,-2.3,-5.9,3.1,119092,100733,77453,23280,30.1,2018/12/24(10:00)
"2018-12-25",108,0.6,-4,5.2,119092,99769,67836,31933,47.1,2018/12/25(19:00)
"2018-12-26",108,-1.5,-7.1,3,119092,101432,79897,21535,27,2018/12/26(10:00)
"2018-12-27",108,-10.1,-12.5,-6.5,119092,101923,84377,17546,20.8,2018/12/27(17:00)
"2018-12-28",108,-10.5,-14.4,-6.6,119092,100841,86083,14758,17.1,2018/12/28(10:00)
"2018-12-29",108,-7.6,-10.5,-3,119092,99181,71171,28010,39.4,2018/12/29(01:00)
"2018-12-30",108,-6.8,-11.3,-0.9,119092,98344,67295,31049,46.1,2018/12/30(19:00)
"2018-12-31",108,-5.4,-10.5,-0.5,119092,101763,74652,27111,36.3,2018/12/31(10:00)
"2019-01-01",108,-5,-8.2,-0.6,119092,100043,65493,34550,52.8,2019/01/01(24:00)
"2019-01-02",108,-4.9,-8.8,0.2,119092,101149,82437,18712,22.7,2019/01/02(10:00)
"2019-01-03",108,-3.5,-8.4,3.2,119092,99695,84196,15499,18.4,2019/01/03(10:00)
"2019-01-04",108,-1.1,-6.2,4.1,119092,100294,84746,15548,18.3,2019/01/04(10:00)
"2019-01-05",108,-2.8,-5.5,1.1,119092,99505,69496,30009,43.2,2019/01/05(11:00)
"2019-01-06",108,-2.8,-6.3,2.7,119092,98748,66493,32255,48.5,2019/01/06(20:00)
"2019-01-07",108,-1.9,-6.2,3.1,119092,101091,84074,17017,20.2,2019/01/07(10:00)
"2019-01-08",108,-3.5,-7.2,0.5,119092,100948,83818,17130,20.4,2019/01/08(10:00)
"2019-01-09",108,-4.7,-9.4,1.3,119092,100827,85392,15435,18.1,2019/01/09(10:00)
"2019-01-10",108,-0.6,-4.5,3,119092,101064,83833,17231,20.6,2019/01/10(10:00)
"2019-01-11",108,2.4,-0.4,7.2,119092,99990,81941,18049,22,2019/01/11(10:00)
"2019-01-12",108,2.8,-0.6,8,119092,98303,68147,30156,44.3,2019/01/12(11:00)
"2019-01-13",108,1.2,-3,7.6,119092,97990,64545,33445,51.8,2019/01/13(24:00)
"2019-01-14",108,1.4,-2.4,5.3,119092,98333,81783,16550,20.2,2019/01/14(10:00)
"2019-01-15",108,-1.7,-7.2,2.6,119092,98347,81378,16969,20.9,2019/01/15(10:00)
"2019-01-16",108,-5.2,-10.1,-1.1,119092,101806,84401,17405,20.6,2019/01/16(10:00)
"2019-01-17",108,-0.3,-3.2,4,119092,101011,82611,18400,22.3,2019/01/17(10:00)
"2019-01-18",108,0.6,-4.6,6.7,119092,101500,81668,19832,24.3,2019/01/18(10:00)
"2019-01-19",108,3.6,0,8.5,119092,99028,67950,31078,45.7,2019/01/19(01:00)
"2019-01-20",108,-1.4,-5.5,4,119092,99561,65830,33731,51.2,2019/01/20(24:00)
"2019-01-21",108,-1.2,-6.7,4.2,119092,99530,82668,16862,20.4,2019/01/21(10:00)
"2019-01-22",108,1.7,-3.3,7.1,119092,100320,81134,19186,23.6,2019/01/22(10:00)
"2019-01-23",108,2,-0.8,7,119092,100337,80794,19543,24.2,2019/01/23(10:00)
"2019-01-24",108,0.1,-4.6,6.5,119350,99535,80239,19296,24,2019/01/24(10:00)
"2019-01-25",108,-1.2,-3.8,2.6,119350,99688,81007,18681,23.1,2019/01/25(10:00)
"2019-01-26",108,-2.5,-6.5,2.4,119350,97796,68954,28842,41.8,2019/01/26(09:00)
"2019-01-27",108,-0.1,-6.6,5.1,119350,97470,65189,32281,49.5,2019/01/27(01:00)
"2019-01-28",108,1.2,-2.4,4.5,119350,99745,80399,19346,24.1,2019/01/28(10:00)
"2019-01-29",108,-0.2,-5.6,7,119350,100298,81215,19083,23.5,2019/01/29(10:00)
"2019-01-30",108,1.8,-2.8,6.6,119350,99728,80741,18987,23.5,2019/01/30(10:00)
"2019-01-31",108,-2,-6.2,2.3,119350,99590,83652,15938,19.1,2019/01/31(11:00)
"2019-02-01",108,-2.1,-7.4,2.8,119350,99950,80556,19394,24.1,2019/02/01(10:00)
"2019-02-02",108,1.4,-3.2,6.1,119350,96386,67202,29184,43.4,2019/02/02(01:00)
"2019-02-03",108,3.3,2,4.9,119350,96030,60334,35696,59.2,2019/02/03(01:00)
"2019-02-04",108,-0.6,-3.3,3,119350,94102,57603,36499,63.4,2019/02/04(01:00)
"2019-02-05",108,2.8,-3.6,10.1,119350,94577,55340,39237,70.9,2019/02/05(24:00)
"2019-02-06",108,5.1,0.1,9.3,119350,95737,56835,38902,68.4,2019/02/06(24:00)
"2019-02-07",108,-2.1,-8.2,6.3,119350,97979,72824,25155,34.5,2019/02/07(10:00)
"2019-02-08",108,-6.1,-10.2,-1.3,119350,99739,79253,20486,25.8,2019/02/08(10:00)
"2019-02-09",108,-5.4,-8.6,-1.9,119350,98259,67498,30761,45.6,2019/02/09(24:00)
"2019-02-10",108,-5,-9.1,-1.9,119350,97303,65225,32078,49.2,2019/02/10(19:00)
"2019-02-11",108,-3,-7.5,2,119350,98662,81369,17293,21.3,2019/02/11(10:00)
"2019-02-12",108,-0.6,-4.1,3.7,119350,98910,81684,17226,21.1,2019/02/12(10:00)
"2019-02-13",108,-2.1,-5.7,2.5,119350,98297,80849,17448,21.6,2019/02/13(10:00)
"2019-02-14",108,-0.5,-5.9,6.3,119350,98101,81477,16624,20.4,2019/02/14(10:00)
"2019-02-15",108,-0.8,-2.9,0.9,119350,98165,81471,16694,20.5,2019/02/15(10:00)
"2019-02-16",108,-2.7,-5.1,1.5,119350,95215,67769,27446,40.5,2019/02/16(11:00)
"2019-02-17",108,-1.8,-6.8,4.6,119350,96719,64033,32686,51,2019/02/17(24:00)
"2019-02-18",108,0.9,-4.7,5.9,119350,97919,80394,17525,21.8,2019/02/18(10:00)
"2019-02-19",108,1.4,0.2,3,119350,98738,82869,15869,19.1,2019/02/19(11:00)
"2019-02-20",108,1.7,-0.1,4.5,119350,97769,79777,17992,22.6,2019/02/20(10:00)
"2019-02-21",108,2.4,-2.6,9,119350,97508,78291,19217,24.5,2019/02/21(10:00)
"2019-02-22",108,4,-1.6,10.8,119350,95280,77656,17624,22.7,2019/02/22(10:00)
"2019-02-23",108,6.8,0.5,14.5,119350,94747,65016,29731,45.7,2019/02/23(01:00)
"2019-02-24",108,6.3,1.2,13.7,119350,92101,60881,31220,51.3,2019/02/24(24:00)
"2019-02-25",108,4.7,1.3,10.2,119350,93529,74848,18681,25,2019/02/25(10:00)
"2019-02-26",108,5.2,-1.5,12,119350,96495,74488,22007,29.5,2019/02/26(10:00)
"2019-02-27",108,7.8,4.7,14,119350,96168,74792,21376,28.6,2019/02/27(10:00)
"2019-02-28",108,6.6,2,12.8,119350,96915,73115,23800,32.6,2019/02/28(10:00)
"2019-03-01",108,6.6,1.2,13,119350,91637,63532,28105,44.2,2019/03/01(20:00)
"2019-03-02",108,7.8,1.3,14.7,119350,93202,60563,32639,53.9,2019/03/02(24:00)
"2019-03-03",108,9.4,2.5,16.1,119350,93415,59211,34204,57.8,2019/03/03(20:00)
"2019-03-04",108,9.9,5,16.3,119350,91523,71880,19643,27.3,2019/03/04(20:00)
"2019-03-05",108,8.4,5.6,12.9,119350,89577,73603,15974,21.7,2019/03/05(10:00)
"2019-03-06",108,8.4,5.7,12.4,119350,90340,73573,16767,22.8,2019/03/06(10:00)
"2019-03-07",108,7,3.1,12.7,119350,90568,72780,17788,24.4,2019/03/07(10:00)
"2019-03-08",108,6.1,0.6,13.4,119350,91780,72390,19390,26.8,2019/03/08(09:00)
"2019-03-09",108,7.2,-0.4,14.9,119350,90590,62527,28063,44.9,2019/03/09(01:00)
"2019-03-10",108,10.1,6.7,15.3,119350,90342,59584,30758,51.6,2019/03/10(20:00)
"2019-03-11",108,6.6,3.5,10,119350,90487,72149,18338,25.4,2019/03/11(10:00)
"2019-03-12",108,3.9,-0.3,7.9,119350,90181,73773,16408,22.2,2019/03/12(10:00)
"2019-03-13",108,3.5,-0.4,8.5,119350,90422,74136,16286,22,2019/03/13(10:00)
"2019-03-14",108,5,-1.7,10,119350,91332,73378,17954,24.5,2019/03/14(09:00)
"2019-03-15",108,5.5,1.6,11.3,119350,91330,73568,17762,24.1,2019/03/15(10:00)
"2019-03-16",108,4.3,0.2,9.2,119350,91308,63088,28220,44.7,2019/03/16(01:00)
"2019-03-17",108,6.3,2.6,12.4,119350,91088,59480,31608,53.1,2019/03/17(20:00)
"2019-03-18",108,7.1,1.4,14.4,119350,89700,72008,17692,24.6,2019/03/18(10:00)
"2019-03-19",108,10,3.4,16.7,119350,89997,70866,19131,27,2019/03/19(09:00)
"2019-03-20",108,10.3,7.1,14.6,119350,88590,71675,16915,23.6,2019/03/20(10:00)
"2019-03-21",108,7.1,1.9,11.1,119350,89654,71884,17770,24.7,2019/03/21(10:00)
"2019-03-22",108,3.3,-0.7,8.3,119350,90789,71617,19172,26.8,2019/03/22(09:00)
"2019-03-23",108,3.3,-0.4,8.2,119350,89921,62029,27892,45,2019/03/23(01:00)
"2019-03-24",108,4.3,-0.8,9.7,119350,90705,59274,31431,53,2019/03/24(20:00)
"2019-03-25",108,7.3,2.9,11.5,119350,88593,72375,16218,22.4,2019/03/25(10:00)
"2019-03-26",108,11.4,7.4,17.6,119350,88814,70390,18424,26.2,2019/03/26(09:00)
"2019-03-27",108,11.6,8.9,16.2,119826,88343,68679,19664,28.6,2019/03/27(10:00)
"2019-03-28",108,9.4,5.6,14.6,119826,87696,68576,19120,27.9,2019/03/28(09:00)
"2019-03-29",108,9.2,5.5,15.1,119826,89996,67957,22039,32.4,2019/03/29(09:00)
"2019-03-30",108,5.2,3.5,8.4,119826,90805,59993,30812,51.4,2019/03/30(24:00)
"2019-03-31",108,4.4,2.6,8.4,119826,91010,59005,32005,54.2,2019/03/31(20:00)
"2019-04-01",108,5.5,0.3,11.3,119826,89580,68918,20662,30,2019/04/01(20:00)
"2019-04-02",108,6.7,1.3,13,119826,89630,69375,20255,29.2,2019/04/02(20:00)
"2019-04-03",108,7.6,1.9,13.6,119826,89340,68911,20429,29.6,2019/04/03(09:00)
"2019-04-04",108,9.2,3,15.7,119826,88395,68612,19783,28.8,2019/04/04(09:00)
"2019-04-05",108,11.4,7,17.2,119826,88423,69788,18635,26.7,2019/04/05(10:00)
"2019-04-06",108,9.3,5.9,12.2,119826,85244,59799,25445,42.6,2019/04/06(01:00)
"2019-04-07",108,12.6,5.6,20.3,119826,85169,57246,27923,48.8,2019/04/07(20:00)
"2019-04-08",108,11.6,7.6,17.2,119826,86824,66789,20035,30,2019/04/08(20:00)
"2019-04-09",108,9.2,4.7,13.9,119826,87976,70499,17477,24.8,2019/04/09(17:00)
"2019-04-10",108,7.1,4.7,10.2,119826,86455,73010,13445,18.4,2019/04/10(10:00)
"2019-04-11",108,9.5,4.3,15.7,119826,85487,68823,16664,24.2,2019/04/11(10:00)
"2019-04-12",108,11.4,5.5,18.4,119826,86705,65841,20864,31.7,2019/04/12(09:00)
"2019-04-13",108,11.8,6.2,17.9,119826,83129,58741,24388,41.5,2019/04/13(01:00)
"2019-04-14",108,9.6,6.9,13.6,119826,82158,57347,24811,43.3,2019/04/14(21:00)
"2019-04-15",108,11.6,3.9,18.1,119826,85512,65652,19860,30.3,2019/04/15(20:00)
"2019-04-16",108,14.9,6.8,22.6,119826,83106,65846,17260,26.2,2019/04/16(20:00)
"2019-04-17",108,15.3,9.1,21.8,119826,82570,64858,17712,27.3,2019/04/17(09:00)
"2019-04-18",108,12.6,10.4,16.2,119826,82853,65665,17188,26.2,2019/04/18(20:00)
"2019-04-19",108,13.8,9.6,19.7,119826,84424,67286,17138,25.5,2019/04/19(10:00)
"2019-04-20",108,14.3,9.7,19.1,119826,85289,57536,27753,48.2,2019/04/20(01:00)
"2019-04-21",108,14.8,12.2,20.2,119826,83152,56357,26795,47.5,2019/04/21(01:00)
"2019-04-22",108,19.3,10.7,28.2,119826,81942,65036,16906,26,2019/04/22(17:00)
"2019-04-23",108,20.4,15.3,25.5,119826,81557,67676,13881,20.5,2019/04/23(17:00)
"2019-04-24",108,19.5,15.8,25.9,119826,82852,66843,16009,24,2019/04/24(17:00)
"2019-04-25",108,13.2,9.4,17.2,119826,83514,68406,15108,22.1,2019/04/25(17:00)
"2019-04-26",108,8.4,6.2,9.9,119826,84099,68703,15396,22.4,2019/04/26(17:00)
"2019-04-27",108,11.6,4.1,18.2,119826,82324,58248,24076,41.3,2019/04/27(01:00)
"2019-04-28",108,12.9,9.9,16.6,119826,80878,56304,24574,43.6,2019/04/28(21:00)
"2019-04-29",108,13,8.3,17.3,119826,82947,68904,14043,20.4,2019/04/29(15:00)
"2019-04-30",108,15.5,9,22.5,119826,82853,65866,16987,25.8,2019/04/30(10:00)
"2019-05-01",108,16.4,11.2,22.2,119826,81645,59257,22388,37.8,2019/05/01(21:00)
"2019-05-02",108,17.1,10.6,25.3,119826,82415,64347,18068,28.1,2019/05/02(20:00)
"2019-05-03",108,17.9,10.1,26.1,119826,81989,63488,18501,29.1,2019/05/03(17:00)
"2019-05-04",108,19.5,12,27.4,119826,80918,55891,25027,44.8,2019/05/04(21:00)
"2019-05-05",108,19.2,13.6,26.5,119826,79335,54877,24458,44.6,2019/05/05(21:00)
"2019-05-06",108,14.5,9.8,19.8,119826,81530,59232,22298,37.6,2019/05/06(21:00)
"2019-05-07",108,15,8.4,21.9,119826,79503,64119,15384,24,2019/05/07(21:00)
"2019-05-08",108,15.6,10.1,21.3,119826,78364,65191,13173,20.2,2019/05/08(17:00)
"2019-05-09",108,16.6,11.7,22.9,119826,80556,64637,15919,24.6,2019/05/09(20:00)
"2019-05-10",108,17.8,10.3,26.8,119826,81679,65051,16628,25.6,2019/05/10(17:00)
"2019-05-11",108,20.3,13.2,28.3,119826,79703,56737,22966,40.5,2019/05/11(21:00)
"2019-05-12",108,21.6,14.7,28.9,119826,79573,55971,23602,42.2,2019/05/12(21:00)
"2019-05-13",108,18.7,15.5,22.8,119826,80443,66385,14058,21.2,2019/05/13(17:00)
"2019-05-14",108,19.6,12.9,26.9,119826,80697,66716,13981,21,2019/05/14(17:00)
"2019-05-15",108,20.7,14.8,28,119826,80361,68076,12285,18,2019/05/15(17:00)
"2019-05-16",108,23.5,16.7,30,119826,83421,69631,13790,19.8,2019/05/16(17:00)
"2019-05-17",108,23.6,17.6,28.3,119826,85369,69583,15786,22.7,2019/05/17(17:00)
"2019-05-18",108,22.8,19.1,25.9,119826,86935,58102,28833,49.6,2019/05/18(21:00)
"2019-05-19",108,19.4,17.9,21.6,119826,85663,57545,28118,48.9,2019/05/19(21:00)
"2019-05-20",108,16.4,13,20.2,119826,85532,64838,20694,31.9,2019/05/20(10:00)
"2019-05-21",108,17.2,11.7,23.8,119826,84904,65571,19333,29.5,2019/05/21(17:00)
"2019-05-22",108,19.5,12.3,26.5,119826,85640,66689,18951,28.4,2019/05/22(17:00)
"2019-05-23",108,22.1,15,29.2,119826,85870,68535,17335,25.3,2019/05/23(17:00)
"2019-05-24",108,24.2,16.2,33.4,119826,86270,70964,15306,21.6,2019/05/24(17:00)
"2019-05-25",108,23.4,18.4,28.6,119826,82940,58952,23988,40.7,2019/05/25(21:00)
"2019-05-26",108,24.5,18.6,31.1,119826,81999,57613,24386,42.3,2019/05/26(21:00)
"2019-05-27",108,17.8,14.3,22.3,119826,86044,69700,16344,23.4,2019/05/27(15:00)
"2019-05-28",108,18.1,11.9,24.6,119826,85268,66168,19100,28.9,2019/05/28(17:00)
"2019-05-29",108,20.3,13.3,26.5,119826,85854,67474,18380,27.2,2019/05/29(17:00)
"2019-05-30",108,19.6,14.6,24.5,119826,85645,68850,16795,24.4,2019/05/30(17:00)
"2019-05-31",108,19.1,16.1,23.3,119826,87936,64992,22944,35.3,2019/05/31(17:00)
"2019-06-01",108,18.9,14.8,23.7,119826,88112,56860,31252,55,2019/06/01(21:00)
"2019-06-02",108,21.1,14.1,27.8,119826,87594,56758,30836,54.3,2019/06/02(21:00)
"2019-06-03",108,23.1,16,29.5,119826,88900,69235,19665,28.4,2019/06/03(17:00)
"2019-06-04",108,22.6,17.6,29,119826,90564,70611,19953,28.3,2019/06/04(17:00)
"2019-06-05",108,23,17.8,29.6,119826,90898,70897,20001,28.2,2019/06/05(17:00)
"2019-06-06",108,21.2,18.6,25.1,119826,90589,65996,24593,37.3,2019/06/06(15:00)
"2019-06-07",108,20,17,24.7,119826,92817,65956,26861,40.7,2019/06/07(15:00)
"2019-06-08",108,21.9,16,27.6,119826,88149,57222,30927,54,2019/06/08(21:00)
"2019-06-09",108,21.6,17.1,26.5,119826,87928,56627,31301,55.3,2019/06/09(21:00)
"2019-06-10",108,18.4,15.7,21.9,119826,87694,67097,20597,30.7,2019/06/10(17:00)
"2019-06-11",108,20.5,15.5,26.1,119826,88715,67125,21590,32.2,2019/06/11(17:00)
"2019-06-12",108,21.5,16.1,26.4,120471,88232,68360,19872,29.1,2019/06/12(17:00)
"2019-06-13",108,23,16.6,28.8,120471,88551,69302,19249,27.8,2019/06/13(16:00)
"2019-06-14",108,23,19.1,28.4,120471,88949,70094,18855,26.9,2019/06/14(17:00)
"2019-06-15",108,21.9,17.9,27.4,120471,87091,58299,28792,49.4,2019/06/15(21:00)
"2019-06-16",108,22,16.1,27.2,120471,86679,57589,29090,50.5,2019/06/16(21:00)
"2019-06-17",108,21.7,18.1,26.2,120471,89409,69144,20265,29.3,2019/06/17(17:00)
"2019-06-18",108,20.8,17,24.8,120471,90120,70283,19837,28.2,2019/06/18(17:00)
"2019-06-19",108,21.4,18.9,25.4,120471,89717,71045,18672,26.3,2019/06/19(17:00)
"2019-06-20",108,22.7,19.8,27.8,120471,90492,72419,18073,25,2019/06/20(17:00)
"2019-06-21",108,22.1,19.4,26.1,120471,90556,71392,19164,26.8,2019/06/21(17:00)
"2019-06-22",108,24.2,17.7,30.6,120471,88896,59611,29285,49.1,2019/06/22(21:00)
"2019-06-23",108,25,19.1,31,120471,88127,58504,29623,50.6,2019/06/23(21:00)
"2019-06-24",108,25.2,20.9,30.9,120471,90467,72358,18109,25,2019/06/24(17:00)
"2019-06-25",108,25.6,19.5,32.8,120471,89869,74192,15677,21.1,2019/06/25(17:00)
"2019-06-26",108,25.5,20.7,29.5,120471,89983,72691,17292,23.8,2019/06/26(15:00)
"2019-06-27",108,25.5,21.9,31.2,120471,90520,75206,15314,20.4,2019/06/27(17:00)
"2019-06-28",108,24.7,22.3,29,120471,90337,73877,16460,22.3,2019/06/28(17:00)
"2019-06-29",108,23.1,19.6,27.7,121147,87932,61863,26069,42.1,2019/06/29(12:00)
"2019-06-30",108,23.9,20.9,28.5,121147,87921,60661,27260,44.9,2019/06/30(21:00)
"2019-07-01",108,23.9,20.6,28.9,121147,91817,73799,18018,24.4,2019/07/01(17:00)
"2019-07-02",108,24.4,20.8,30.1,121147,92227,73871,18356,24.8,2019/07/02(17:00)
"2019-07-03",108,24.1,21.2,27.4,121147,92712,74051,18661,25.2,2019/07/03(15:00)
"2019-07-04",108,25.4,20,32.8,121147,93946,75978,17968,23.6,2019/07/04(17:00)
"2019-07-05",108,27.6,20.2,35,121147,94391,77081,17310,22.5,2019/07/05(17:00)
"2019-07-06",108,29.7,24.6,36.1,121147,91649,64664,26985,41.7,2019/07/06(20:00)
"2019-07-07",108,26.7,22.7,32.5,121147,92607,61231,31376,51.2,2019/07/07(21:00)
"2019-07-08",108,25.1,21.2,31,121147,94434,74511,19923,26.7,2019/07/08(17:00)
"2019-07-09",108,25,19.7,30,121147,94279,74847,19432,26,2019/07/09(15:00)
"2019-07-10",108,22.7,19.3,27.3,121147,95999,73582,22417,30.5,2019/07/10(15:00)
"2019-07-11",108,21.9,19.5,25.9,121147,95381,73762,21619,29.3,2019/07/11(15:00)
"2019-07-12",108,23.6,20,28.7,121147,94222,73720,20502,27.8,2019/07/12(17:00)
"2019-07-13",108,24.9,22.1,29.7,121147,93081,62192,30889,49.7,2019/07/13(21:00)
"2019-07-14",108,25.9,21.2,31.6,121147,93017,62384,30633,49.1,2019/07/14(21:00)
"2019-07-15",108,23.8,22.1,27.4,121147,94590,75227,19363,25.7,2019/07/15(17:00)
"2019-07-16",108,24.7,21.4,28.8,121147,94626,77005,17621,22.9,2019/07/16(17:00)
"2019-07-17",108,25.6,22.3,29.2,121147,95420,77875,17545,22.5,2019/07/17(17:00)
